"company_name","bloom_field","bloom_postings","total","cum_postings","cum_share","n_companies","company_index","company_share"
"q analysts","Virtual Reality",13,4164,2920,0.721522115147022,453,55,0.121412803532009
"quickline ag","Smart devices",13,24824,16215,0.708604640999869,2641,339,0.128360469519122
"raized.ai ag","Machine Learning AI",13,34632,26266,0.799963452518731,2578,478,0.185415050426687
"remotejobsww","Smart devices",13,24824,16228,0.709172748328453,2641,340,0.12873911397198
"rheinmetall air defence ag","Machine Learning AI",13,34632,26279,0.800359383565816,2578,479,0.185802948021722
"saastal tourismus ag","Cloud computing",13,68768,52057,0.823100640366827,4399,849,0.192998408729257
"scott sports","Cloud computing",13,68768,52070,0.823306190212665,4399,850,0.193225733121164
"siemens healthineers","Machine Learning AI",13,34632,26292,0.800755314612901,2578,480,0.186190845616757
"sonova","Machine Learning AI",13,34632,26305,0.801151245659987,2578,481,0.186578743211792
"sony","Machine Learning AI",13,34632,26318,0.801547176707072,2578,482,0.186966640806827
"spital limmattal","Smart devices",13,24824,16241,0.709740855657038,2641,341,0.129117758424839
"swiss networking solutions ag","Cloud computing",13,68768,52083,0.823511740058503,4399,851,0.193453057513071
"tally weijl","Cloud computing",13,68768,52096,0.82371728990434,4399,852,0.193680381904978
"teksystems","Machine Learning AI",13,34632,26331,0.801943107754157,2578,483,0.187354538401862
"textshuttle","Machine Learning AI",13,34632,26344,0.802339038801243,2578,484,0.187742435996897
"thoma & partner","Cloud computing",13,68768,52109,0.823922839750178,4399,853,0.193907706296886
"timberland","Cloud computing",13,68768,52122,0.824128389596016,4399,854,0.194135030688793
"uniplex gmbh","Cloud computing",13,68768,52135,0.824333939441853,4399,855,0.1943623550807
"universal-job","Solar Power",13,7667,4496,0.715581728473659,744,97,0.130376344086022
"university of basel","Smart devices",13,24824,16254,0.710308962985623,2641,342,0.129496402877698
"virtual room","Virtual Reality",13,4164,2933,0.724734371139115,453,56,0.123620309050773
"vs solarstrom ag","Solar Power",13,7667,4509,0.717650803756167,744,98,0.131720430107527
"wipo","Machine Learning AI",13,34632,26357,0.802734969848328,2578,485,0.188130333591932
"work selection ag","Smart devices",13,24824,16267,0.710877070314207,2641,343,0.129875047330557
"workrate de","Virtual Reality",13,4164,2946,0.727946627131208,453,57,0.125827814569536
"world intellectual property organization","Machine Learning AI",13,34632,26370,0.803130900895413,2578,486,0.188518231186967
"yep digital marketing gmbh","Machine Learning AI",13,34632,26383,0.803526831942499,2578,487,0.188906128782002
"zalando","Machine Learning AI",13,34632,26396,0.803922762989584,2578,488,0.189294026377036
"a team","Cloud computing",12,68768,52147,0.824523677761088,4399,856,0.194589679472607
"allianz technology se","Machine Learning AI",12,34632,26408,0.804288237802278,2578,489,0.189681923972071
"altersis performance ag","Cloud computing",12,68768,52159,0.824713416080323,4399,857,0.194817003864515
"amag group","Machine Learning AI",12,34632,26420,0.804653712614972,2578,490,0.190069821567106
"aposto personal","Cloud computing",12,68768,52171,0.824903154399557,4399,858,0.195044328256422
"apple switzerland ag","Machine Learning AI",12,34632,26432,0.805019187427666,2578,491,0.190457719162141
"ausy technologies germany ag","Cloud computing",12,68768,52183,0.825092892718792,4399,859,0.195271652648329
"batmaid","Cloud computing",12,68768,52195,0.825282631038027,4399,860,0.195498977040236
"bayer inc.","Machine Learning AI",12,34632,26444,0.805384662240361,2578,492,0.190845616757176
"bechtle direct","Cloud computing",12,68768,52207,0.825472369357261,4399,861,0.195726301432144
"bechtle schweiz ag, human sourcing","Cloud computing",12,68768,52219,0.825662107676496,4399,862,0.195953625824051
"beecom products ag","Cloud computing",12,68768,52231,0.825851845995731,4399,863,0.196180950215958
"bithawk ag","Cloud computing",12,68768,52243,0.826041584314966,4399,864,0.196408274607865
"bls ag","Cloud computing",12,68768,52255,0.8262313226342,4399,865,0.196635598999773
"boehringer ingelheim","Machine Learning AI",12,34632,26456,0.805750137053055,2578,493,0.191233514352211
"bouygues e&s intec schweiz ag","Solar Power",12,7667,4521,0.71956071940156,744,99,0.133064516129032
"bsi business systems integration ag","Cloud computing",12,68768,52267,0.826421060953435,4399,866,0.19686292339168
"centaura","Machine Learning AI",12,34632,26468,0.806115611865749,2578,494,0.191621411947246
"chair of infrastructure management","Machine Learning AI",12,34632,26480,0.806481086678443,2578,495,0.192009309542281
"coachhub","Cloud computing",12,68768,52279,0.82661079927267,4399,867,0.197090247783587
"comet group","Smart devices",12,24824,16279,0.711401477079054,2641,344,0.130253691783415
"computer brainware advisors","Cloud computing",12,68768,52291,0.826800537591905,4399,868,0.197317572175494
"cosb ag","Smart devices",12,24824,16291,0.711925883843902,2641,345,0.130632336236274
"coworker-experts gmbh","Cloud computing",12,68768,52303,0.826990275911139,4399,869,0.197544896567402
"csem","3d printing",12,2181,1287,0.611111111111111,335,37,0.11044776119403
"ctc resourcing solutions","Machine Learning AI",12,34632,26492,0.806846561491137,2578,496,0.192397207137316
"ctc resourcing solutions","Smart devices",12,24824,16303,0.712450290608749,2641,346,0.131010980689133
"cv vc","Machine Learning AI",12,34632,26504,0.807212036303831,2578,497,0.192785104732351
"daedalean ai","Machine Learning AI",12,34632,26516,0.807577511116526,2578,498,0.193173002327386
"das bundesamt für informatik und telekommunikation bit","Cloud computing",12,68768,52315,0.827180014230374,4399,870,0.197772220959309
"das informatik service center isc-ejpd","Cloud computing",12,68768,52327,0.827369752549609,4399,871,0.197999545351216
"datalynx","Machine Learning AI",12,34632,26528,0.80794298592922,2578,499,0.19356089992242
"datalynx group","Cloud computing",12,68768,52339,0.827559490868843,4399,872,0.198226869743123
"demiurge technologies ag","Machine Learning AI",12,34632,26540,0.808308460741914,2578,500,0.193948797517455
"die post","Cloud computing",12,68768,52351,0.827749229188078,4399,873,0.198454194135031
"digilegal.com","Cloud computing",12,68768,52363,0.827938967507313,4399,874,0.198681518526938
"efinancialcareers","Smart devices",12,24824,16315,0.712974697373596,2641,347,0.131389625141992
"endress+hauser","Smart devices",12,24824,16327,0.713499104138443,2641,348,0.13176826959485
"epfl","3d printing",12,2181,1299,0.616809116809117,335,38,0.113432835820896
"eqs group","Cloud computing",12,68768,52375,0.828128705826548,4399,875,0.198908842918845
"expedia lodging partner services sàrl","Machine Learning AI",12,34632,26552,0.808673935554608,2578,501,0.19433669511249
"f. hoffmann-la roche ag","Machine Learning AI",12,34632,26564,0.809039410367302,2578,502,0.194724592707525
"facebook, inc.","Virtual Reality",12,4164,2958,0.730911786508525,453,58,0.1280353200883
"frontiers","Machine Learning AI",12,34632,26576,0.809404885179996,2578,503,0.19511249030256
"galapagos","Cloud computing",12,68768,52387,0.828318444145782,4399,876,0.199136167310752
"gia informatik ag","Cloud computing",12,68768,52399,0.828508182465017,4399,877,0.19936349170266
"groupe mutuel","Machine Learning AI",12,34632,26588,0.809770359992691,2578,504,0.195500387897595
"groupe t2i","Cloud computing",12,68768,52411,0.828697920784252,4399,878,0.199590816094567
"growcer ag","Machine Learning AI",12,34632,26600,0.810135834805385,2578,505,0.19588828549263
"h-hotels","Smart devices",12,24824,16339,0.714023510903291,2641,349,0.132146914047709
"hamilton medical","Cloud computing",12,68768,52423,0.828887659103486,4399,879,0.199818140486474
"hamilton medical","Machine Learning AI",12,34632,26612,0.810501309618079,2578,506,0.196276183087665
"hays (schweiz) ag","Smart devices",12,24824,16351,0.714547917668138,2641,350,0.132525558500568
"helbling technik","Cloud computing",12,68768,52435,0.829077397422721,4399,880,0.200045464878381
"hemmersbach switzerland ag","Smart devices",12,24824,16363,0.715072324432985,2641,351,0.132904202953427
"huawei research zurich","Cloud computing",12,68768,52447,0.829267135741956,4399,881,0.200272789270289
"ibm research gmbh","Machine Learning AI",12,34632,26624,0.810866784430773,2578,507,0.1966640806827
"insitut für mathematik","Machine Learning AI",12,34632,26636,0.811232259243467,2578,508,0.197051978277735
"institute for computational science","Machine Learning AI",12,34632,26648,0.811597734056161,2578,509,0.19743987587277
"ipt innovation process technology","Cloud computing",12,68768,52459,0.829456874061191,4399,882,0.200500113662196
"ishi systems inc","Machine Learning AI",12,34632,26660,0.811963208868855,2578,510,0.197827773467805
"ishi systems inc","Smart devices",12,24824,16375,0.715596731197832,2641,352,0.133282847406285
"itpoint systems ag","Cloud computing",12,68768,52471,0.829646612380425,4399,883,0.200727438054103
"jet aviation","Machine Learning AI",12,34632,26672,0.81232868368155,2578,511,0.198215671062839
"jet aviation","Virtual Reality",12,4164,2970,0.733876945885841,453,59,0.130242825607064
"jobs via efinancialcareers","Smart devices",12,24824,16387,0.71612113796268,2641,353,0.133661491859144
"kanton bern","Machine Learning AI",12,34632,26684,0.812694158494244,2578,512,0.198603568657874
"kanton luzern","Cloud computing",12,68768,52483,0.82983635069966,4399,884,0.20095476244601
"liiva","Cloud computing",12,68768,52495,0.830026089018895,4399,885,0.201182086837918
"limeflight","Cloud computing",12,68768,52507,0.830215827338129,4399,886,0.201409411229825
"lyo-x gmbh","Machine Learning AI",12,34632,26696,0.813059633306938,2578,513,0.198991466252909
"manufacture modules technologies","Smart devices",12,24824,16399,0.716645544727527,2641,354,0.134040136312003
"masimo","Cloud computing",12,68768,52519,0.830405565657364,4399,887,0.201636735621732
"max planck society - university of zurich","Machine Learning AI",12,34632,26708,0.813425108119632,2578,514,0.199379363847944
"mazars","Cloud computing",12,68768,52531,0.830595303976599,4399,888,0.201864060013639
"merz familie ag","Solar Power",12,7667,4533,0.721470635046952,744,100,0.134408602150538
"nanolive sa","Machine Learning AI",12,34632,26720,0.813790582932326,2578,515,0.199767261442979
"nestle","Machine Learning AI",12,34632,26732,0.81415605774502,2578,516,0.200155159038014
"nestlé","Cloud computing",12,68768,52543,0.830785042295834,4399,889,0.202091384405547
"netstream","Cloud computing",12,68768,52555,0.830974780615068,4399,890,0.202318708797454
"nexus personal- & unternehmensberatung ag","Smart devices",12,24824,16411,0.717169951492374,2641,355,0.134418780764862
"nonstop consulting","Smart devices",12,24824,16423,0.717694358257221,2641,356,0.134797425217721
"oncology","Machine Learning AI",12,34632,26744,0.814521532557715,2578,517,0.200543056633049
"one agency","Machine Learning AI",12,34632,26756,0.814887007370409,2578,518,0.200930954228084
"one agency gmbh","Smart devices",12,24824,16435,0.718218765022069,2641,357,0.135176069670579
"paradox engineering","Cloud computing",12,68768,52567,0.831164518934303,4399,891,0.202546033189361
"paul scherrer institut","Cloud computing",12,68768,52579,0.831354257253538,4399,892,0.202773357581268
"paul scherrer institut villigen","Machine Learning AI",12,34632,26768,0.815252482183103,2578,519,0.201318851823119
"pix4d","Virtual Reality",12,4164,2982,0.736842105263158,453,60,0.132450331125828
"pro natura","Cloud computing",12,68768,52591,0.831543995572773,4399,893,0.203000681973176
"procter &amp;amp; gamble","Cloud computing",12,68768,52603,0.831733733892007,4399,894,0.203228006365083
"procter &amp;amp; gamble","Machine Learning AI",12,34632,26780,0.815617956995797,2578,520,0.201706749418154
"rabobank","Machine Learning AI",12,34632,26792,0.815983431808491,2578,521,0.202094647013189
"redit services ag","Cloud computing",12,68768,52615,0.831923472211242,4399,895,0.20345533075699
"rm it","Machine Learning AI",12,34632,26804,0.816348906621185,2578,522,0.202482544608223
"salesforce futureforce","Cloud computing",12,68768,52627,0.832113210530477,4399,896,0.203682655148897
"scb","Smart devices",12,24824,16447,0.718743171786916,2641,358,0.135554714123438
"schweizerische nationalbank","Machine Learning AI",12,34632,26816,0.81671438143388,2578,523,0.202870442203258
"seeland job ag","Solar Power",12,7667,4545,0.723380550692344,744,101,0.135752688172043
"shipt","Smart devices",12,24824,16459,0.719267578551763,2641,359,0.135933358576297
"soltop schuppisser ag","Solar Power",12,7667,4557,0.725290466337737,744,102,0.137096774193548
"stadt st.gallen","Smart devices",12,24824,16471,0.719791985316611,2641,360,0.136312003029156
"stellenwerk","Cloud computing",12,68768,52639,0.832302948849711,4399,897,0.203909979540805
"sunrise","Cloud computing",12,68768,52651,0.832492687168946,4399,898,0.204137303932712
"suva","Machine Learning AI",12,34632,26828,0.817079856246574,2578,524,0.203258339798293
"swenex  swiss energy exchange ltd","Solar Power",12,7667,4569,0.727200381983129,744,103,0.138440860215054
"swiss life ltd","Cloud computing",12,68768,52663,0.832682425488181,4399,899,0.204364628324619
"swiss quant","Machine Learning AI",12,34632,26840,0.817445331059268,2578,525,0.203646237393328
"swisstxt","Cloud computing",12,68768,52675,0.832872163807416,4399,900,0.204591952716526
"teqable ag","Smart devices",12,24824,16483,0.720316392081458,2641,361,0.136690647482014
"threatray","Machine Learning AI",12,34632,26852,0.817810805871962,2578,526,0.204034134988363
"thyssenkrupp presta ag","Cloud computing",12,68768,52687,0.83306190212665,4399,901,0.204819277108434
"trapeze group limited","Smart devices",12,24824,16495,0.720840798846305,2641,362,0.137069291934873
"u-blox","Smart devices",12,24824,16507,0.721365205611152,2641,363,0.137447936387732
"uniqconsulting ag","Smart devices",12,24824,16519,0.721889612376,2641,364,0.137826580840591
"universitätsspital zürich","Cloud computing",12,68768,52699,0.833251640445885,4399,902,0.205046601500341
"utopia music","Machine Learning AI",12,34632,26864,0.818176280684656,2578,527,0.204422032583398
"varian medical systems","Machine Learning AI",12,34632,26876,0.81854175549735,2578,528,0.204809930178433
"viasat","Cloud computing",12,68768,52711,0.83344137876512,4399,903,0.205273925892248
"windhager zentralheizung schweiz ag","Solar Power",12,7667,4581,0.729110297628521,744,104,0.139784946236559
"zurich","Smart devices",12,24824,16531,0.722414019140847,2641,365,0.138205225293449
"zurich center for linguistics, linguistic research infrastructure - li","Machine Learning AI",12,34632,26888,0.818907230310044,2578,529,0.205197827773468
"zurich insurance","Cloud computing",12,68768,52723,0.833631117084354,4399,904,0.205501250284156
"zurich insurance company ltd","Cloud computing",12,68768,52735,0.833820855403589,4399,905,0.205728574676063
"academic work","Cloud computing",11,68768,52746,0.833994782196221,4399,906,0.20595589906797
"accounto","Cloud computing",11,68768,52757,0.834168708988853,4399,907,0.206183223459877
